disc_number,duration_ms,explicit,track_number,track_popularity,track_id,track_name,audio_features.danceability,audio_features.energy,audio_features.key,audio_features.loudness,audio_features.mode,audio_features.speechiness,audio_features.acousticness,audio_features.instrumentalness,audio_features.liveness,audio_features.valence,audio_features.tempo,audio_features.id,audio_features.time_signature,artist_id,artist_name,artist_popularity,album_id,album_name,album_release_date,album_total_tracks
1,224240,False,24,74,0v4z1tuZvn6LGknom9Qx7d,Babe (Taylor's Version) (From The Vault),0.584,0.743,4.0,-7.075,1,0.0931,0.0538,2.83e-06,0.121,0.746,167.844,0v4z1tuZvn6LGknom9Qx7d,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,225960,False,25,74,3z6XUommYDWPHeFhmhhT6j,Message In A Bottle (Taylor's Version) (From The Vault),0.622,0.791,7.0,-6.106,1,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,3z6XUommYDWPHeFhmhhT6j,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,285106,True,26,77,4CkgMiMqZ5JzW9iYXSTMTL,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),0.391,0.715,0.0,-4.516,1,0.0495,0.167,0,0.183,0.473,149.654,4CkgMiMqZ5JzW9iYXSTMTL,3.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,263533,False,27,70,3oGVx9RBmiYGv5ZCecWLkx,Forever Winter (Taylor's Version) (From The Vault),0.611,0.552,7.0,-5.828,1,0.031,0.256,0,0.134,0.41,116.012,3oGVx9RBmiYGv5ZCecWLkx,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,240226,False,28,71,4IQkfUsrwXol38VV3U7t7T,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),0.61,0.488,3.0,-6.918,1,0.0293,0.817,0,0.312,0.443,125.039,4IQkfUsrwXol38VV3U7t7T,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,200280,False,29,76,6pYNq0ZwpPVazKzsqpf0G8,The Very First Night (Taylor's Version) (From The Vault),0.678,0.733,7.0,-5.025,1,0.0281,0.00115,0,0.104,0.581,121.009,6pYNq0ZwpPVazKzsqpf0G8,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,613026,True,30,87,5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),0.631,0.518,0.0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,5enxwA8aAbwZbf5qCHORXi,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,241591,False,1,84,77sMIMlNaSURUAXq5coCxE,Fearless (Taylor’s Version),0.569,0.741,5.0,-4.963,1,0.0282,0.0122,0,0.333,0.43,100.118,77sMIMlNaSURUAXq5coCxE,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,294419,False,2,72,2nqio0SfWg6gh2eCtfuMa5,Fifteen (Taylor’s Version),0.559,0.646,7.0,-4.61,1,0.0272,0.116,0,0.32,0.289,95.466,2nqio0SfWg6gh2eCtfuMa5,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,235766,False,3,82,6YvqWjhGD8mB5QXcbcUKtx,Love Story (Taylor’s Version),0.627,0.792,2.0,-4.311,1,0.031,0.13,3.97e-06,0.0845,0.415,119.054,6YvqWjhGD8mB5QXcbcUKtx,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,254254,False,4,71,550erGcdD9n6PnwxrvYqZT,Hey Stephen (Taylor’s Version),0.788,0.571,6.0,-6.135,1,0.0296,0.106,0,0.0934,0.797,115.99,550erGcdD9n6PnwxrvYqZT,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,234515,False,5,72,5YL553x8sHderRBDlm3NM3,White Horse (Taylor’s Version),0.423,0.517,0.0,-7.377,1,0.0486,0.369,0,0.177,0.366,185.262,5YL553x8sHderRBDlm3NM3,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,231124,False,6,86,1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),0.632,0.773,6.0,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,1qrpoAMXodY6895hGKoUpA,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,263377,False,7,69,7HC7R2D8WjXVcUHJyEGjRs,Breathe (feat. Colbie Caillat) (Taylor’s Version),0.506,0.626,1.0,-6.066,1,0.0287,0.156,0,0.228,0.321,148.035,7HC7R2D8WjXVcUHJyEGjRs,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,200575,False,8,68,0k0vFacOHNuArLWMiH60p7,Tell Me Why (Taylor’s Version),0.578,0.909,7.0,-3.669,1,0.0628,0.0222,0,0.333,0.541,100.023,0k0vFacOHNuArLWMiH60p7,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,261842,False,9,70,6iiAfo4wTA2CVC3Uwx9uh8,You’re Not Sorry (Taylor’s Version),0.506,0.444,6.0,-4.99,1,0.0285,0.0538,0,0.123,0.241,133.873,6iiAfo4wTA2CVC3Uwx9uh8,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,243136,False,10,82,22bPsP2jCgbLUvh82U0Z3M,The Way I Loved You (Taylor’s Version),0.402,0.732,5.0,-4.665,1,0.0484,0.0033,0,0.108,0.472,161.032,22bPsP2jCgbLUvh82U0Z3M,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,225328,False,11,73,1msEuwSBneBKpVCZQcFTsU,Forever & Always (Taylor’s Version),0.598,0.821,10.0,-4.433,1,0.0447,0.0231,0,0.143,0.673,128.03,1msEuwSBneBKpVCZQcFTsU,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,245290,False,12,67,6ON9UuIq49xXY9GPmHIYRp,The Best Day (Taylor’s Version),0.642,0.576,1.0,-8.524,1,0.0282,0.488,0,0.159,0.469,125.0,6ON9UuIq49xXY9GPmHIYRp,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,279359,False,13,66,3ExweHKZF9B752DPQByRVT,Change (Taylor’s Version),0.499,0.815,5.0,-4.063,1,0.0341,0.000191,0,0.181,0.344,95.999,3ExweHKZF9B752DPQByRVT,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,237580,False,14,68,2m3ObD945KvpE5y9A1eUWm,Jump Then Fall (Taylor’s Version),0.572,0.69,2.0,-6.201,1,0.0358,0.0474,0,0.0897,0.624,160.111,2m3ObD945KvpE5y9A1eUWm,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,312107,False,15,68,0tQ9vBYpldCuikPsbgOVKA,Untouchable (Taylor’s Version),0.393,0.531,5.0,-6.112,1,0.0329,0.0181,0,0.169,0.224,200.391,0tQ9vBYpldCuikPsbgOVKA,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,267833,False,16,67,01QdEx6kFr78ZejhQtWR5m,Forever & Always (Piano Version) (Taylor’s Version),0.546,0.273,9.0,-9.208,1,0.0308,0.819,0,0.137,0.271,118.753,01QdEx6kFr78ZejhQtWR5m,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,237338,False,17,65,1n2wszmJyVkw6FHqyLnQsY,Come In With The Rain (Taylor’s Version),0.476,0.564,2.0,-5.677,1,0.0269,0.0406,0,0.102,0.167,143.929,1n2wszmJyVkw6FHqyLnQsY,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,263865,False,18,64,51A8eKvvZz9uydvIZ7xRSV,Superstar (Taylor’s Version),0.454,0.555,2.0,-6.69,1,0.0283,0.157,0,0.343,0.171,171.862,51A8eKvvZz9uydvIZ7xRSV,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,238443,False,19,69,1cSFlSBdpT4F5vb1frQ231,The Other Side Of The Door (Taylor’s Version),0.432,0.873,4.0,-4.367,1,0.0577,0.0279,0,0.167,0.629,163.936,1cSFlSBdpT4F5vb1frQ231,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,241822,False,20,67,2JoJrsEV15OzbijS47lids,Today Was A Fairytale (Taylor’s Version),0.482,0.779,7.0,-5.025,1,0.0409,0.0135,0,0.296,0.328,158.162,2JoJrsEV15OzbijS47lids,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,220839,False,21,66,4CHpVfAhuxNJ3ibExe6kxO,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),0.599,0.494,2.0,-7.61,1,0.0372,0.816,0,0.101,0.44,142.893,4CHpVfAhuxNJ3ibExe6kxO,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,277591,False,22,77,2CYVETnhM9aytqrazYYwrK,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),0.66,0.817,11.0,-6.269,0,0.0521,0.162,0,0.0667,0.714,135.942,2CYVETnhM9aytqrazYYwrK,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,244236,False,23,68,34V9RiEPe8MNdU32qJsJa1,We Were Happy (Taylor’s Version) (From The Vault),0.609,0.373,0.0,-8.819,1,0.0263,0.849,0,0.0779,0.13,106.007,34V9RiEPe8MNdU32qJsJa1,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,189495,False,24,69,7eResoqEJJAVTkQYSqvO3P,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),0.588,0.608,5.0,-7.062,1,0.0365,0.225,0,0.092,0.508,90.201,7eResoqEJJAVTkQYSqvO3P,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,208608,False,25,70,4uuEGH5SVuzkkSFjo2DEiY,Don’t You (Taylor’s Version) (From The Vault),0.563,0.473,3.0,-11.548,1,0.0503,0.514,1.2e-05,0.109,0.405,101.934,4uuEGH5SVuzkkSFjo2DEiY,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,242157,False,26,68,4qUijfYU8EoIWiY6oSyrgT,Bye Bye Baby (Taylor’s Version) (From The Vault),0.624,0.624,5.0,-7.86,1,0.0539,0.334,0,0.0995,0.527,80.132,4qUijfYU8EoIWiY6oSyrgT,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26
1,214706,False,1,75,2gVhfX2Gy1T9kDuS9azrF7,willow,0.392,0.574,7.0,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,2gVhfX2Gy1T9kDuS9azrF7,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,244000,True,2,75,1gcyHQpBQ1lfXGdhZmWrHP,champagne problems,0.462,0.24,0.0,-12.077,1,0.0377,0.92,0,0.113,0.32,171.319,1gcyHQpBQ1lfXGdhZmWrHP,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,185320,True,3,73,3Dby3p1m6IOZn2gIIqECgK,gold rush,0.512,0.462,9.0,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,3Dby3p1m6IOZn2gIIqECgK,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,229840,False,4,74,6sQckd3Z8NPxVVKUnavY1F,‘tis the damn season,0.575,0.434,5.0,-8.193,1,0.0312,0.735,6.59e-05,0.105,0.348,145.916,6sQckd3Z8NPxVVKUnavY1F,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,245440,True,5,74,6lCvK2AR2uOKkVFCVlAzzm,tolerate it,0.316,0.361,9.0,-10.381,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,6lCvK2AR2uOKkVFCVlAzzm,5.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,215626,False,6,73,6uwfVkaOM1mcMkFmSn35ix,"no body, no crime (feat. HAIM)",0.546,0.613,7.0,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015,6uwfVkaOM1mcMkFmSn35ix,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,315146,True,7,71,55Vf4bimc1Rtfg0PAQRAo2,happiness,0.559,0.334,11.0,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079,55Vf4bimc1Rtfg0PAQRAo2,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,225880,False,8,71,66tOfHVH3aUrscg8vExRV4,dorothea,0.605,0.488,4.0,-8.322,1,0.0264,0.696,0,0.129,0.354,119.966,66tOfHVH3aUrscg8vExRV4,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,275320,False,9,71,2awNGIJHodfLZSClB3PYhz,coney island (feat. The National),0.537,0.537,8.0,-11.266,1,0.0617,0.819,0.000904,0.142,0.292,107.895,2awNGIJHodfLZSClB3PYhz,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,260440,True,10,72,43Ykum9T72UOPhBN31grpN,ivy,0.515,0.545,2.0,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,43Ykum9T72UOPhBN31grpN,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,275040,True,11,71,52OkpDsU6MmPx1AwGOb6Ap,cowboy like me,0.604,0.517,0.0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,52OkpDsU6MmPx1AwGOb6Ap,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,215920,False,12,71,5VYWxXUpxuxEmCqMLDqICo,long story short,0.546,0.73,0.0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,5VYWxXUpxuxEmCqMLDqICo,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,257773,False,13,71,5uICWmZTLkpEVbK22PBP6e,marjorie,0.535,0.561,5.0,-11.609,1,0.0484,0.876,0.000136,0.115,0.287,96.103,5uICWmZTLkpEVbK22PBP6e,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,180653,False,14,69,6a8aUhYbaQBUI8PcJ5ZmQ6,closure,0.689,0.704,9.0,-10.813,1,0.245,0.835,4.83e-06,0.134,0.92,151.884,6a8aUhYbaQBUI8PcJ5ZmQ6,5.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,304106,False,15,72,6Wlq9rqkxrqj5Kls4Kw14H,evermore (feat. Bon Iver),0.39,0.27,1.0,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,6Wlq9rqkxrqj5Kls4Kw14H,5.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,245026,False,16,83,3zwMVvkBe2qIKDObWgXw4N,right where you left me - bonus track,0.581,0.619,10.0,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,3zwMVvkBe2qIKDObWgXw4N,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,254640,False,17,74,1kdWw77ZpYOkhxeuhzU1j6,it’s time to go - bonus track,0.592,0.41,0.0,-12.426,1,0.0397,0.801,1.39e-05,0.09,0.416,151.923,1kdWw77ZpYOkhxeuhzU1j6,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17
1,214706,False,1,83,0lx2cLdOt3piJbcaXIV74f,willow,0.392,0.574,7.0,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,0lx2cLdOt3piJbcaXIV74f,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,244000,True,2,83,0sY6ZUTh4yoctD8VIXz339,champagne problems,0.462,0.24,0.0,-12.077,1,0.0377,0.92,0,0.113,0.32,171.319,0sY6ZUTh4yoctD8VIXz339,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,185320,True,3,75,5BK0uqwY9DNfZ630STAEaq,gold rush,0.512,0.462,9.0,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,5BK0uqwY9DNfZ630STAEaq,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,229840,False,4,76,7dW84mWkdWE5a6lFWxJCBG,‘tis the damn season,0.575,0.434,5.0,-8.193,1,0.0312,0.735,6.59e-05,0.105,0.348,145.916,7dW84mWkdWE5a6lFWxJCBG,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,245440,Si,5,80,0PurA4JVJ8YQgSVopY8fn6,tolerate it,0.316,0.361,9.0,-10.381,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,0PurA4JVJ8YQgSVopY8fn6,5.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,215626,No,6,72,3RaT22zZsxVYxxKR7TAaYF,"no body, no crime (feat. HAIM)",0.546,0.613,7.0,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015,3RaT22zZsxVYxxKR7TAaYF,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,315146,True,7,71,73YUReisjb3A9ActdLLjJQ,happiness,0.559,0.334,11.0,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079,73YUReisjb3A9ActdLLjJQ,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,225880,False,8,69,670fUmXf4KQekzbEgaXyPA,dorothea,0.605,0.488,4.0,-8.322,1,0.0264,0.696,0,0.129,0.354,119.966,670fUmXf4KQekzbEgaXyPA,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,275320,False,9,68,3k7ne7VmH43ZPWxPdvPUgR,coney island (feat. The National),0.537,0.537,8.0,-11.266,1,0.0617,0.819,0.000904,0.142,0.292,107.895,3k7ne7VmH43ZPWxPdvPUgR,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,260440,True,10,74,19CSr8rwW05VJL2F91KFNK,ivy,0.515,0.545,2.0,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,19CSr8rwW05VJL2F91KFNK,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,275040,True,11,72,1XjHRolIXL2M1EEOUsGGR4,cowboy like me,0.604,0.517,0.0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,1XjHRolIXL2M1EEOUsGGR4,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,215920,False,12,68,2o2sgVJIgFXk8GQjWTgI6U,long story short,0.546,0.73,0.0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,2o2sgVJIgFXk8GQjWTgI6U,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,257773,False,13,75,12ntTeqEeTg7GAVpe8Mhpl,marjorie,0.535,0.561,5.0,-11.609,1,0.0484,0.876,0.000136,0.115,0.287,96.103,12ntTeqEeTg7GAVpe8Mhpl,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,180653,False,14,66,35rdVq36LMHQX0Suw9a6tK,closure,0.689,0.704,9.0,-10.813,1,0.245,0.835,4.83e-06,0.134,0.92,151.884,35rdVq36LMHQX0Suw9a6tK,5.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,304106,False,15,71,3O5osWf1rSoKMwe6E9ZaXP,evermore (feat. Bon Iver),0.39,0.27,1.0,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,3O5osWf1rSoKMwe6E9ZaXP,5.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,10
1,210240,True,1,55,0P9wLFurlgumLXuqFEpw52,the 1,0.78,0.361,0.0,-6.942,1,0.048,0.75,7.14e-06,0.108,0.163,139.902,0P9wLFurlgumLXuqFEpw52,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,0PZ7lAru5FDFHuirTkWe9Z,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,34
1,239560,False,2,56,7zcnlq38eqNWyUF6eNaB5Z,cardigan,0.612,0.58,0.0,-8.572,0,0.0419,0.525,0.000414,0.26,0.534,130.045,7zcnlq38eqNWyUF6eNaB5Z,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,0PZ7lAru5FDFHuirTkWe9Z,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,34
1,231000,True,3,54,4ojxSyrEraN7d46BMBPThZ,the last great american dynasty,0.688,0.653,7.0,-8.558,1,0.0403,0.481,0.00414,0.106,0.701,147.991,4ojxSyrEraN7d46BMBPThZ,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,0PZ7lAru5FDFHuirTkWe9Z,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,34
1,285640,False,4,55,6kz2hkq1xQvDqPcUyBkw8f,exile (feat. Bon Iver),0.31,0.374,6.0,-8.464,1,0.0275,0.761,2.46e-05,0.11,0.16,75.938,6kz2hkq1xQvDqPcUyBkw8f,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,0PZ7lAru5FDFHuirTkWe9Z,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,34
1,255893,False,5,55,0Oju1YcbPCJuUQQWoZNdJK,my tears ricochet,0.456,0.265,0.0,-10.663,1,0.0328,0.814,0,0.0679,0.112,129.947,0Oju1YcbPCJuUQQWoZNdJK,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,0PZ7lAru5FDFHuirTkWe9Z,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,34
1,208973,False,6,53,5jQyGzcwqAxwT5QUIMivoX,mirrorball,0.549,0.417,7.0,-10.064,1,0.035,0.686,1.9e-06,0.0604,0.347,110.137,5jQyGzcwqAxwT5QUIMivoX,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,0PZ7lAru5FDFHuirTkWe9Z,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,34
1,208906,False,7,52,2vJ7QvyCiR4DaHxwO58izA,seven,0.602,0.494,4.0,-10.813,1,0.0277,0.888,2.59e-05,0.0902,0.374,94.955,2vJ7QvyCiR4DaHxwO58izA,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,0PZ7lAru5FDFHuirTkWe9Z,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,34
1,261920,False,8,55,1UHoF9p75IVsvUt6WdTYhn,august,0.387,0.634,5.0,-9.222,1,0.0363,0.553,6.93e-05,0.0931,0.42,89.567,1UHoF9p75IVsvUt6WdTYhn,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,0PZ7lAru5FDFHuirTkWe9Z,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,34
1,195106,False,9,53,5DnDBYrfGoxdnomqEAkFIv,this is me trying,0.511,0.478,9.0,-9.837,1,0.0322,0.312,2.3e-05,0.147,0.408,135.882,5DnDBYrfGoxdnomqEAkFIv,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,0PZ7lAru5FDFHuirTkWe9Z,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,34
